No,Name,GP,ATT,Net,avg,TD,Long,AVG/G,Year
24,"Brown-Dukes, Brandon",10,186,774,4.2,186,63,77.4,2014
27,"Robinson, Drew",10,45,154,3.4,45,25,15.4,2014
13,"Boylan, Brendan",9,40,133,3.3,40,25,14.8,2014
17,"Williams, Jaquan",10,5,30,6.0,5,22,3.0,2014
35,"Misterman, Alex",7,17,28,1.6,17,5,4.0,2014
25,"Miller, R.J.",10,1,7,7.0,1,7,0.7,2014
85,"Holl, Donny",10,1,5,5.0,1,5,0.5,2014
,TeamTeam,7,14,-18,-1.3,14,0,-2.6,2014
16,"Emerick, Zach",7,15,-22,-1.5,15,6,-3.1,2014
