No,Name,GP,ATT,Net,avg,TD,Long,AVG/G,Year
5,"Sanders, Richie",11,165,802,4.9,165,51,72.9,2016
27,"Robinson, Drew",11,76,366,4.8,76,47,33.3,2016
2,"Smith, E'Andre",11,32,148,4.6,32,45,13.4,2016
80,"Novak, Brad",11,3,39,13.0,3,20,3.6,2016
36,"Bauer, Pierce",11,1,-1,-1.0,1,0,-0.1,2016
,"Finnegan, RamFinnegan",2,3,-4,-1.3,3,6,-2.0,2016
4,"Weaver, Logan",5,3,-6,-2.0,3,9,-1.2,2016
,TeamTeam,7,6,-31,-5.2,6,0,-4.4,2016
15,"Altavilla, Doug",11,74,-132,-1.8,74,10,-12.0,2016
