year,opponent,mu_total_first_downs,opp_total_first_downs,mu_rushing_first_downs,opp_rushing_first_downs,mu_passing_first_downs,opp_passing_first_downs,mu_penalty_first_downs,opp_penalty_first_downs,mu_rushing_net,opp_rushing_net,mu_rushing_attempts,opp_rushing_attempts,mu_rushing_tds,opp_rushing_tds,mu_passing_net,opp_passing_net,mu_completions,mu_attempts,mu_passing_ints,opp_completions,opp_attempts,opp_passing_ints,mu_td_passes,opp_td_passes,mu_total_yards,opp_total_yards,mu_plays,opp_plays,mu_fumbles,opp_fumbles,mu_fumbles_lost,opp_fumbles_lost,mu_penalties,opp_penalties,mu_penalty_yards,opp_penalty_yards,mu_punts,opp_punts,mu_punt_yards,opp_punt_yards,mu_punt_avg,opp_punt_avg,mu_punt_returns,opp_punt_returns,mu_punt_return_yards,opp_punt_return_yards,mu_punt_return_tds,opp_punt_return_tds,mu_punt_return_avg,opp_punt_return_avg,mu_kickoff_returns,opp_kickoff_returns,mu_kickoff_return_yards,opp_kickoff_return_yards,mu_kickoff_return_tds,opp_kickoff_return_tds,mu_kickoff_return_avg,opp_kickoff_return_avg,mu_ints,opp_ints,mu_int_return_yards,opp_int_return_yards,mu_int_return_tds,opp_int_return_tds
2018,Bloomsburg University,13,14,3,9,9,4,1,1,99,164,27,40,1,1,146,119,17,28,1,12,24,0,1,0,245,283,55,64,0,0,0,0,9,9,85,90,7,8,291,345,41.57142857142857,43.125,3,5,107,45,0,0,35.666666666666664,9.0,3,3,59,74,0,0,19.666666666666668,24.666666666666668,0,1,0,20,0,0
2018,Indiana University of Pennsylvania,13,23,3,11,9,10,1,2,92,191,34,44,1,3,174,193,12,23,1,17,27,0,0,1,266,384,57,71,2,1,1,1,5,3,35,30,2,2,88,85,44.0,42.5,1,2,,33,2,0,0.0,16.5,6,2,127,55,0,0,21.166666666666668,27.5,0,1,0,3,0,0
2018,Slippery Rock University,17,27,5,10,8,12,4,5,96,123,31,39,2,2,171,313,15,31,1,27,42,0,1,3,267,436,62,81,0,2,0,0,11,10,98,105,4,3,151,95,37.75,31.666666666666668,0,3,0,19,0,0,0.0,6.333333333333333,5,3,125,86,0,0,25.0,28.666666666666668,0,1,0,4,0,0
2018,Edinboro University of Pennsylvania,23,17,14,7,9,8,0,2,199,92,47,25,1,0,224,237,15,18,0,19,40,3,2,0,423,329,65,65,1,1,1,0,14,3,109,25,4,2,185,80,46.25,40.0,2,1,10,17,0,0,5.0,17.0,2,4,87,104,0,0,43.5,26.0,3,0,2,0,0,0
2018,Seton Hill University,18,12,10,4,7,7,1,1,168,62,39,34,1,1,237,229,14,26,2,15,30,1,2,3,405,291,65,64,2,0,1,0,6,10,65,75,5,7,202,239,40.4,34.142857142857146,1,4,,90,1,1,0.0,22.5,6,5,193,138,1,0,32.166666666666664,27.6,1,2,0,20,0,0
2018,California University of Pennsylvania,13,22,5,10,6,11,2,1,96,207,26,40,0,1,84,171,14,35,4,17,38,1,0,1,180,378,61,78,1,1,1,1,7,6,55,60,5,6,206,213,41.2,35.5,3,3,7,8,0,0,2.3333333333333335,2.6666666666666665,5,0,122,0,0,0,24.4,0.0,1,4,3,31,0,0
2018,Gannon University,17,24,11,17,5,6,1,1,376,226,40,46,4,2,77,162,8,15,0,9,26,1,1,1,453,388,55,72,1,0,0,0,3,9,30,85,5,6,194,235,38.8,39.166666666666664,4,1,13,6,0,0,3.25,6.0,4,5,115,130,0,0,28.75,26.0,1,0,0,0,0,0
2018,Clarion University,16,13,12,5,3,4,1,4,186,78,53,30,1,1,56,97,4,14,1,11,29,1,1,0,242,175,67,59,1,3,1,1,8,8,80,78,5,8,180,231,36.0,28.875,2,5,4,30,0,0,2.0,6.0,2,2,51,50,0,0,25.5,25.0,1,1,15,0,0,0
2018,Millersville University,15,17,6,0,7,13,2,4,153,-22,47,20,2,1,228,279,12,24,1,23,51,2,3,1,381,257,71,71,1,1,1,0,10,3,105,34,5,6,229,190,45.8,31.666666666666668,2,2,19,14,0,0,9.5,7.0,3,5,25,80,0,0,8.333333333333334,16.0,2,1,16,24,0,0
2019,Lake Erie College,23,20,11,10,7,9,5,1,209,113,43,33,2,1,129,203,12,29,1,20,32,1,1,1,338,316,72,65,1,3,0,2,7,12,54,111,4,6,166,237,41.5,39.5,4,2,13,26,0,0,3.25,13.0,3,3,73,43,0,0,24.333333333333332,14.333333333333334,1,1,20,0,0,0
2019,Shepherd University,16,27,1,6,12,17,3,4,21,72,22,28,1,0,311,438,20,36,0,36,54,1,1,3,332,510,58,82,1,0,0,0,5,11,39,94,7,7,274,254,39.142857142857146,36.285714285714285,1,3,3,20,0,0,3.0,6.666666666666667,2,5,26,101,0,0,13.0,20.2,1,0,43,0,0,0
2019,Bloomsburg University,19,13,8,6,9,6,2,1,127,82,39,33,3,1,208,194,14,25,2,14,24,0,2,2,335,276,64,57,0,2,0,2,5,9,60,61,3,5,137,189,45.666666666666664,37.8,1,2,5,36,0,0,5.0,18.0,3,4,83,71,0,0,27.666666666666668,17.75,0,2,0,28,0,0
2019,Indiana University of Pennsylvania,15,20,2,8,12,12,1,0,43,204,23,39,0,3,231,324,17,33,2,19,29,0,3,4,274,528,56,68,0,2,0,1,7,8,65,85,6,4,243,149,40.5,37.25,1,5,13,42,0,0,13.0,8.4,7,1,217,24,0,0,31.0,24.0,0,2,0,51,0,1
2019,Slippery Rock University,12,21,1,13,7,8,4,0,-12,211,18,41,0,1,174,205,20,38,4,24,32,2,1,4,162,416,56,73,0,0,0,0,8,16,75,150,5,4,219,124,43.8,31.0,2,5,11,102,0,1,5.5,20.4,6,1,96,14,0,0,16.0,14.0,2,4,39,8,1,0
2019,Edinboro University of Pennsylvania,22,12,7,4,11,7,4,1,119,31,32,29,3,0,218,157,19,28,1,13,32,3,2,1,337,188,60,61,2,3,2,0,8,9,66,90,2,5,97,165,48.5,33.0,1,0,,0,11,0,0.0,0.0,5,3,83,97,0,0,16.6,32.333333333333336,3,1,99,0,1,0
2019,Seton Hill University (Pa.),19,25,6,4,7,18,6,3,118,52,32,31,2,1,216,410,18,32,2,29,39,0,1,2,334,462,64,70,2,1,1,1,7,12,63,135,4,3,159,119,39.75,39.666666666666664,0,0,0,0,0,0,0.0,0.0,5,3,123,83,0,0,24.6,27.666666666666668,0,2,0,27,0,0
2019,California University of Pennsylvania,16,21,6,8,7,9,3,4,94,164,34,33,0,1,161,244,16,28,3,16,25,1,2,3,255,408,62,58,1,0,0,0,7,10,62,97,3,3,118,77,39.333333333333336,25.666666666666668,0,2,0,23,0,0,0.0,11.5,5,0,127,0,0,0,25.4,0.0,1,3,25,19,0,0
2019,Gannon University,18,8,7,3,11,4,0,1,110,25,30,29,2,0,355,115,20,25,1,11,26,0,2,1,465,140,55,55,2,2,1,0,8,3,50,20,4,8,164,254,41.0,31.75,1,2,,5,1,0,0.0,2.5,2,4,36,72,0,0,18.0,18.0,0,1,0,0,0,0
2019,Clarion University,20,22,12,4,8,18,0,0,345,43,41,31,5,0,145,268,11,15,1,25,47,4,2,1,490,311,56,78,1,3,0,1,5,4,46,37,2,4,90,118,45.0,29.5,3,1,37,25,0,0,12.333333333333334,25.0,2,7,43,207,0,0,21.5,29.571428571428573,4,1,127,0,0,0
2019,Millersville University,17,11,12,2,5,6,0,3,181,56,44,28,1,0,139,108,16,26,0,8,17,1,1,1,320,164,70,45,0,6,0,2,6,3,51,20,3,4,152,146,50.666666666666664,36.5,0,2,0,3,0,0,0.0,1.5,2,3,18,34,0,0,9.0,11.333333333333334,1,0,5,0,0,0
2021,Alderson Broaddus University,22,6,7,2,13,3,2,1,102,21,39,21,0,0,274,65,24,36,0,11,18,0,1,0,376,86,75,39,1,1,1,0,8,5,69,32,4,6,100,204,25.0,34.0,1,2,1,23,0,0,1.0,11.5,2,4,54,77,0,0,27.0,19.25,0,0,0,0,0,0
2021,West Chester,12,14,4,10,6,4,2,0,46,242,35,40,0,5,123,208,16,27,1,7,13,1,1,3,169,450,62,53,3,1,2,0,6,8,55,75,8,3,333,122,41.625,40.666666666666664,0,5,0,78,0,0,0.0,15.6,2,2,28,31,0,0,14.0,15.5,1,1,38,1,0,0
2021,East Stroudsburg,12,17,2,8,8,8,2,1,46,162,21,41,0,1,155,165,16,32,0,14,25,0,1,1,201,327,53,66,2,2,2,1,6,9,50,75,5,4,204,169,40.8,42.25,0,1,0,14,0,0,0.0,14.0,3,2,60,36,0,0,20.0,18.0,0,0,0,0,0,0
2021,Indiana University of Pennsylvania (Homecoming),14,17,3,10,10,7,1,0,37,182,19,31,0,2,222,146,27,44,2,15,22,0,1,4,259,328,63,53,3,0,2,0,1,10,5,103,4,4,118,150,29.5,37.5,0,3,0,48,0,1,0.0,16.0,6,2,115,55,0,0,19.166666666666668,27.5,0,2,0,82,0,0
2021,California University of Pennsylvania,11,18,2,4,4,13,5,1,7,55,23,26,0,0,99,304,17,33,2,24,35,1,0,3,106,359,56,61,1,1,0,1,10,11,66,110,5,1,175,42,35.0,42.0,1,5,0,40,0,0,0.0,8.0,7,1,164,22,0,0,23.428571428571427,22.0,1,2,0,41,0,2
2021,Seton Hill University,10,16,4,10,4,4,2,2,51,180,29,48,0,3,145,98,9,22,1,9,25,0,2,0,196,278,51,73,0,1,0,0,5,12,50,89,6,8,255,244,42.5,30.5,0,0,0,0,0,0,0.0,0.0,1,4,33,98,0,0,33.0,24.5,0,1,0,10,0,0
2021,Edinboro University of Pennsylvania,19,16,3,5,15,9,1,2,76,88,33,31,1,0,310,267,22,31,0,27,39,0,3,3,386,355,64,70,1,1,0,1,5,3,49,35,5,4,190,155,38.0,38.75,1,4,2,33,0,0,2.0,8.25,3,4,54,83,0,0,18.0,20.75,0,0,0,0,0,0
2021,Slippery Rock University,13,19,6,4,5,14,2,1,111,95,31,40,0,1,111,248,15,29,3,20,34,1,1,1,222,343,60,74,1,6,0,3,11,7,95,70,7,5,268,190,38.285714285714285,38.0,1,4,7,11,0,0,7.0,2.75,4,4,110,80,0,0,27.5,20.0,1,3,2,25,0,0
2021,Clarion University,17,25,8,4,8,15,1,6,163,70,44,28,1,1,202,289,15,25,1,25,47,5,3,2,365,359,69,75,1,2,0,1,13,7,147,60,4,5,150,148,37.5,29.6,1,1,1,,0,1,1.0,0.0,2,7,8,131,0,0,4.0,18.714285714285715,5,1,84,4,1,0
2021,Gannon University,20,15,10,6,6,8,4,1,177,67,46,30,3,0,101,199,10,19,2,18,32,3,0,1,278,266,65,62,1,1,1,0,4,13,40,112,3,4,118,126,39.333333333333336,31.5,2,1,9,10,0,0,4.5,10.0,4,5,43,106,0,0,10.75,21.2,3,2,47,7,0,0
2021,Shippensburg University,12,17,1,11,10,6,1,0,26,184,23,47,0,2,263,88,15,31,0,13,23,0,1,0,289,272,54,70,1,2,1,2,3,3,15,13,3,5,121,157,40.333333333333336,31.4,2,1,2,2,0,0,1.0,2.0,3,3,74,38,0,0,24.666666666666668,12.666666666666666,0,0,0,0,0,0
2022,Alderson Broaddus University,22,21,11,5,10,14,1,2,192,77,54,32,4,0,158,346,12,27,3,21,40,4,2,4,350,423,81,72,2,4,0,3,8,8,72,76,5,3,133,77,26.6,25.666666666666668,0,0,0,0,0,0,0.0,0.0,4,8,86,149,0,0,21.5,18.625,4,3,58,14,0,0
2022,Lock Haven University,26,19,15,12,10,6,1,1,254,197,42,43,4,1,212,114,18,25,1,15,26,3,1,0,466,311,67,69,2,2,1,0,2,4,25,36,1,3,0,99,0.0,33.0,2,1,70,14,0,0,35.0,14.0,1,9,16,171,0,0,16.0,19.0,3,1,49,7,1,0
2022,Kutztown University,18,18,9,13,6,3,3,2,160,232,38,48,2,6,121,52,15,25,2,4,6,1,2,0,281,284,63,54,1,1,0,1,4,5,36,50,4,1,169,42,42.25,42.0,0,1,0,49,0,0,0.0,49.0,5,5,141,140,0,0,28.2,28.0,1,2,0,33,0,1
2022,Indiana University of Pennsylvania,13,25,5,20,7,5,1,0,62,383,27,51,0,1,178,88,16,28,0,11,15,2,2,3,240,471,55,66,1,0,0,0,2,8,15,57,4,0,157,0,39.25,0.0,0,3,0,24,0,0,0.0,8.0,7,3,189,94,0,0,27.0,31.333333333333332,2,0,16,0,0,0
2022,Edinboro University of Pennsylvania,19,17,4,3,10,13,5,1,116,37,37,23,1,0,123,241,13,28,2,27,42,0,0,0,239,278,65,65,1,0,1,0,3,8,30,82,6,6,238,231,39.666666666666664,38.5,1,4,6,18,0,0,6.0,4.5,4,4,50,117,0,0,12.5,29.25,0,2,0,34,0,1
2022,Slippery Rock University,18,24,3,11,13,12,2,1,31,200,19,44,1,0,242,203,23,45,2,24,30,1,1,3,273,403,64,74,2,3,0,1,2,9,20,98,4,2,155,76,38.75,38.0,1,1,22,12,0,0,22.0,12.0,6,4,115,168,0,1,19.166666666666668,42.0,1,2,15,24,0,0
2022,Clarion University,21,14,13,7,7,5,1,2,249,211,51,38,1,1,145,112,11,18,4,13,20,0,2,0,394,323,69,58,3,2,1,0,6,5,70,40,3,7,74,231,24.666666666666668,33.0,2,0,29,0,0,0,14.5,0.0,4,4,109,76,0,0,27.25,19.0,0,4,0,41,0,1
2022,Gannon University,13,16,3,8,8,7,2,1,47,277,34,47,0,4,177,155,18,31,2,12,16,0,2,2,224,432,65,63,1,0,1,0,2,10,25,100,6,4,279,136,46.5,34.0,0,3,0,19,0,0,0.0,6.333333333333333,7,2,167,88,0,0,23.857142857142858,44.0,0,2,0,33,0,0
2022,California University of Pennsylvania,13,31,1,17,9,12,3,2,-7,258,17,49,0,4,244,229,17,30,0,25,31,0,3,2,237,487,47,80,0,0,0,0,5,12,49,101,5,2,133,82,26.6,41.0,1,1,5,10,0,0,5.0,10.0,7,3,149,67,0,0,21.285714285714285,22.333333333333332,0,0,0,0,0,0
2022,Seton Hill University,11,12,1,6,9,4,1,2,-48,79,26,42,0,1,162,152,18,38,1,14,24,0,0,0,114,231,64,66,2,2,0,1,4,10,44,90,10,10,377,377,37.7,37.7,3,6,26,20,0,0,8.666666666666666,3.3333333333333335,2,1,64,33,0,0,32.0,33.0,0,1,0,0,0,0
2022,Bloomsburg University,13,17,5,7,8,9,0,1,79,97,34,37,1,0,185,215,19,35,0,19,29,0,0,1,264,312,69,66,0,7,0,3,3,3,15,4,8,7,273,275,34.125,39.285714285714285,4,2,20,10,0,0,5.0,5.0,4,3,92,71,0,0,23.0,23.666666666666668,0,0,0,0,0,0
2023,#1Ferris State University,22,29,2,17,17,10,3,2,57,361,32,37,1,4,304,290,29,57,1,11,20,0,1,3,361,651,89,57,0,2,0,2,10,10,87,102,2,0,93,0,46.5,0.0,0,2,0,91,0,1,0.0,45.5,7,2,148,24,0,0,21.142857142857142,12.0,0,1,0,0,0,0
2023,Lock Haven University,26,24,9,8,15,13,2,3,119,125,37,28,1,1,313,275,28,33,0,20,39,1,5,3,432,400,70,67,1,0,0,0,6,9,63,72,2,3,47,137,23.5,45.666666666666664,2,0,23,0,0,0,11.5,0.0,3,5,27,134,0,0,9.0,26.8,1,0,20,0,0,0
2023,Kutztown University,15,24,1,12,14,11,0,1,22,193,19,47,0,3,279,315,24,45,1,12,21,0,2,2,301,508,64,68,0,1,0,1,2,1,23,10,7,2,243,79,34.714285714285715,39.5,0,1,0,,0,2,0.0,0.0,3,1,50,96,0,1,16.666666666666668,96.0,0,1,0,0,0,0
2023,RVIndiana University of Pennsylvania,11,24,3,8,8,13,0,3,61,200,20,40,0,3,156,185,15,29,0,16,21,0,2,1,217,385,49,61,0,0,0,0,5,4,50,23,6,5,250,169,41.666666666666664,33.8,2,4,4,17,0,0,2.0,4.25,4,1,88,15,0,0,22.0,15.0,0,0,0,0,0,0
2023,Edinboro University of Pennsylvania,13,23,0,14,13,6,0,3,-4,266,19,46,1,4,322,116,25,41,2,10,17,0,2,1,318,382,60,63,2,0,0,0,5,4,65,25,3,5,116,182,38.666666666666664,36.4,0,0,0,0,0,0,0.0,0.0,6,5,79,91,0,0,13.166666666666666,18.2,0,2,0,20,0,0
2023,#10Slippery Rock University,23,23,10,8,11,15,2,0,221,211,34,33,3,6,197,258,21,33,2,25,30,0,1,5,418,469,67,63,3,0,3,0,4,7,40,82,2,1,90,39,45.0,39.0,0,1,0,64,0,0,0.0,64.0,6,1,105,88,0,0,17.5,88.0,0,2,0,0,0,0
2023,Clarion University,21,23,7,20,11,2,3,1,174,335,35,56,2,5,199,40,18,25,0,5,7,0,3,0,373,375,60,63,1,2,0,2,3,4,42,26,4,2,138,62,34.5,31.0,0,3,0,21,0,0,0.0,7.0,4,5,97,110,0,0,24.25,22.0,0,0,0,0,0,0
2023,Gannon University,21,23,10,14,10,8,1,1,92,264,40,47,1,2,242,145,18,28,1,10,25,1,3,2,334,409,68,72,2,1,1,0,3,5,35,40,4,4,177,158,44.25,39.5,1,1,1,0,0,0,1.0,0.0,4,2,54,62,0,0,13.5,31.0,1,1,,0,2,0
2023,California University of Pennsylvania,13,23,5,16,7,7,1,0,143,345,25,47,1,4,177,184,15,28,3,10,21,0,2,3,320,529,53,68,0,0,0,0,7,3,49,30,7,4,278,114,39.714285714285715,28.5,1,5,3,49,0,0,3.0,9.8,7,4,161,48,0,0,23.0,12.0,0,3,0,94,0,1
2023,Seton Hill University,15,15,5,12,9,2,1,1,113,225,31,42,0,1,177,64,17,34,2,7,19,1,0,1,290,289,65,61,0,0,0,0,9,9,84,50,6,6,229,249,38.166666666666664,41.5,0,3,0,9,0,0,0.0,3.0,1,1,20,20,0,0,20.0,20.0,1,2,0,19,0,0
2023,RVShepherd University,25,25,6,14,17,11,2,0,161,323,29,33,2,3,349,296,27,43,1,18,21,1,2,4,510,619,72,54,1,1,0,1,7,6,57,52,2,0,82,0,41.0,0.0,0,0,0,0,0,0,0.0,0.0,6,5,138,139,0,0,23.0,27.8,1,1,30,0,0,0
2024,Wheeling University,23,18,6,5,15,11,2,2,151,128,35,30,1,1,267,221,21,31,0,15,33,0,3,2,418,349,66,63,1,1,1,1,8,5,53,32,3,3,116,103,38.666666666666664,34.333333333333336,1,1,16,2,0,0,16.0,2.0,4,3,92,73,0,0,23.0,24.333333333333332,0,0,0,0,0,0
2024,Howard University,24,25,6,16,14,8,4,1,109,275,27,49,1,3,233,157,23,34,0,12,22,0,3,1,342,432,61,71,3,1,2,1,2,10,5,108,3,3,111,114,37.0,38.0,0,1,0,14,0,0,0.0,14.0,4,3,75,61,0,0,18.75,20.333333333333332,0,0,0,0,0,0
2024,Robert Morris University,26,17,8,6,18,10,0,1,171,93,32,24,2,2,365,204,23,29,1,27,41,1,6,2,536,297,61,65,0,0,0,0,9,3,59,20,1,4,32,141,32.0,35.25,2,0,12,0,0,0,6.0,0.0,4,4,94,84,0,0,23.5,21.0,1,1,15,30,0,0
2024,Montana State University,16,23,3,12,12,10,1,1,20,256,29,37,0,3,213,246,28,44,0,15,19,0,1,3,233,502,73,56,3,2,0,1,4,4,20,45,5,1,176,57,35.2,57.0,1,4,10,55,0,1,10.0,13.75,1,2,22,30,0,0,22.0,15.0,0,0,0,0,0,0
2024,Frostburg State University,16,20,5,11,10,8,1,1,107,203,21,40,2,0,229,184,18,23,0,18,27,1,2,3,336,387,44,67,2,0,2,0,4,5,40,55,1,1,45,36,45.0,36.0,0,1,0,4,0,0,0.0,4.0,2,4,0,99,0,0,0.0,24.75,1,0,30,0,0,0
2024,Buffalo State,29,9,13,4,15,4,1,1,209,63,27,29,0,0,363,76,28,38,0,11,27,1,7,0,572,139,65,56,0,1,0,0,2,3,30,35,0,7,0,245,0.0,35.0,4,0,107,0,0,0,26.75,0.0,0,8,0,130,0,0,0.0,16.25,1,0,9,0,0,0
2024,Central Connecticut State University,26,20,4,13,15,6,7,1,17,301,21,48,2,2,286,124,25,45,3,9,16,0,1,3,303,425,66,64,1,1,1,1,7,13,55,132,2,3,69,125,34.5,41.666666666666664,0,1,0,6,0,0,0.0,6.0,5,4,65,38,0,0,13.0,9.5,0,3,0,16,0,0
2024,Sacred Heart University,23,17,6,12,14,4,3,1,125,231,35,36,0,3,229,141,25,44,0,10,14,0,2,1,354,372,79,50,4,2,2,1,2,6,20,75,4,3,146,105,36.5,35.0,0,1,0,10,0,0,0.0,10.0,3,2,34,14,0,0,11.333333333333334,7.0,0,0,0,0,0,0
2024,Duquesne University,27,20,4,8,20,10,3,2,52,217,24,30,0,2,345,247,38,52,1,13,25,1,3,2,397,464,76,55,1,1,0,1,5,6,50,57,4,2,186,99,46.5,49.5,1,2,26,5,0,0,26.0,2.5,5,3,89,65,0,0,17.8,21.666666666666668,1,1,18,3,0,0
2024,Lincoln University,26,12,16,1,10,8,0,3,253,33,40,18,1,0,248,181,18,24,0,11,30,7,7,0,501,214,64,48,1,1,0,1,8,7,90,47,3,4,93,62,31.0,15.5,2,0,38,0,1,0,19.0,0.0,1,11,0,167,0,0,0.0,15.181818181818182,7,0,26,0,0,0
2024,Saint Francis University,16,17,2,4,13,12,1,1,64,71,25,32,0,0,240,245,21,33,0,18,26,0,2,2,304,316,58,58,1,3,0,2,2,4,30,35,3,2,149,69,49.666666666666664,34.5,1,0,15,0,0,0,15.0,0.0,2,5,13,72,0,0,6.5,14.4,0,0,0,0,0,0
2025,RVYoungstown State,20,16,4,11,14,5,2,0,63,187,24,40,0,3,311,114,32,48,2,14,21,0,2,0,374,301,72,61,2,0,2,0,3,8,25,78,1,3,36,158,36.0,52.666666666666664,1,1,6,10,0,0,6.0,10.0,4,2,84,69,0,0,21.0,34.5,0,2,0,21,0,0
2025,New Haven,30,13,12,2,18,8,0,3,268,47,43,14,5,1,379,183,26,34,1,18,35,1,2,1,647,230,77,49,1,0,0,0,7,6,80,50,0,6,0,190,0.0,31.666666666666668,1,0,4,0,0,0,4.0,0.0,1,6,6,123,0,0,6.0,20.5,1,1,0,3,0,0
2025,#21Sacramento State,22,26,3,19,16,6,3,1,89,349,34,42,1,5,280,176,27,45,2,8,18,0,2,2,369,525,79,60,2,2,0,1,4,8,40,73,2,1,85,35,42.5,35.0,0,1,0,,0,5,0.0,0.0,5,6,58,142,0,0,11.6,23.666666666666668,0,2,0,9,0,0
2025,#4/5Montana State,15,20,4,13,11,7,0,0,58,233,23,41,0,2,205,121,24,36,1,12,17,1,0,0,263,354,59,58,1,0,1,0,5,4,45,23,3,1,128,40,42.666666666666664,40.0,1,1,10,5,0,0,10.0,5.0,2,1,36,13,0,0,18.0,13.0,1,1,0,0,0,0
2025,#2South Dakota State,9,26,2,7,7,18,0,1,41,126,20,37,0,3,113,343,13,20,2,24,32,0,1,3,154,469,40,69,0,1,0,0,8,8,55,60,5,0,173,0,34.6,0.0,0,1,0,6,0,0,0.0,6.0,7,2,118,53,0,0,16.857142857142858,26.5,0,2,0,51,0,0
2025,LIU,22,12,8,4,12,7,2,1,127,85,39,20,2,0,191,167,24,31,1,15,28,2,1,1,318,252,70,48,0,2,0,0,6,9,45,77,3,3,124,83,41.333333333333336,27.666666666666668,0,3,0,11,0,0,0.0,3.6666666666666665,3,3,57,26,0,0,19.0,8.666666666666666,2,1,,5,8,0
2025,Wagner,19,17,10,8,7,8,2,1,159,121,41,39,2,0,191,183,13,24,0,12,23,0,1,1,350,304,65,62,0,3,0,1,4,3,45,30,5,4,163,153,32.6,38.25,2,2,1,4,0,0,0.5,2.0,2,1,42,1,0,0,21.0,1.0,0,0,0,0,0,0
2025,Duquesne,11,24,5,18,5,5,1,1,12,356,19,49,0,2,106,89,14,36,0,6,13,1,0,1,118,445,55,62,2,1,1,0,4,5,40,40,6,1,265,41,44.166666666666664,41.0,0,4,0,24,0,0,0.0,6.0,3,0,56,0,0,0,18.666666666666668,0.0,1,0,15,0,0,0
2025,Stonehill,21,18,5,6,15,9,1,3,98,114,19,35,0,0,261,196,30,43,1,13,21,1,2,2,359,310,62,56,0,0,0,0,8,6,94,34,3,3,93,111,31.0,37.0,1,1,2,6,0,0,2.0,6.0,5,2,93,53,0,0,18.6,26.5,1,1,3,0,0,0
2025,Saint Francis,16,20,5,6,11,10,0,4,106,126,20,36,1,0,234,193,22,32,0,21,36,0,1,0,340,319,52,72,2,2,2,0,13,4,103,40,4,3,128,104,32.0,34.666666666666664,3,0,7,0,0,0,2.3333333333333335,0.0,4,4,109,82,0,0,27.25,20.5,0,0,0,0,0,0
2025,Robert Morris,24,13,7,8,12,5,5,0,172,181,33,37,2,1,206,79,19,27,1,5,18,0,1,0,378,260,60,55,0,1,0,1,9,9,60,63,3,5,119,195,39.666666666666664,39.0,0,2,0,18,0,0,0.0,9.0,1,3,8,40,0,0,8.0,13.333333333333334,0,1,0,0,0,0
2025,Central Connecticut State,24,25,13,10,9,14,2,1,269,200,32,36,3,2,188,221,17,36,0,22,35,1,1,3,457,421,68,71,1,1,1,1,6,8,56,69,4,3,143,141,35.75,47.0,1,2,9,42,0,0,9.0,21.0,6,4,86,70,0,0,14.333333333333334,17.5,1,0,51,0,0,0
