player,solo_tkl,ast_tkl,tot_tkl,tfl,tfl_yards,sacks,sack_yards,FF,FR,FR_yards,interceptions,pbu,blks,QBH,year,opponent
Jakob Plonski,4,5,9,4.5,24,3.5,23,0,0,0,0,0,0,0,2016,Gannon University
Ben Young,7,1,8,0,0,0,0,0,0,0,0,1,0,0,2016,Gannon University
Corbin Kessler,0,7,7,0,0,0,0,0,0,0,0,1,0,0,2016,Gannon University
Theo Blackston,3,4,7,0.5,1,0,0,0,0,0,0,0,0,0,2016,Gannon University
Austin Drew,1,5,6,0,0,0,0,0,0,0,0,0,0,0,2016,Gannon University
Benji Abercrombie,3,3,6,1.5,2,0,0,0,0,0,0,0,0,0,2016,Gannon University
Nick Slonac,1,3,4,0,0,0,0,0,0,0,0,0,0,0,2016,Gannon University
Tarique Ellis,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2016,Gannon University
Ryan Carroll,0,3,3,0.5,0,0,0,0,0,0,0,0,0,0,2016,Gannon University
Austin Brooks,1,2,3,1.0,5,0.5,5,0,0,0,0,0,0,0,2016,Gannon University
Dante Redwood,1,2,3,0,0,0,0,0,0,0,0,1,0,0,2016,Gannon University
Pierce Bauer,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2016,Gannon University
E'Andre Smith,1,1,2,0,0,0,0,1,0,0,0,0,0,0,2016,Gannon University
Kazimer Struna,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2016,Gannon University
Brian Matthews,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Gannon University
Kyle Briggs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Gannon University
Justin Hawkins,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2016,Gannon University
Trae Williams,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Gannon University
Jeremy Hanford,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Gannon University
Collin Dell,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Gannon University
Quinn Walsh,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Gannon University
Tarique Ellis,7,4,11,0.5,1,0,0,0,0,0,0,0,0,0,2016,Slippery Rock University
Akeel Marsh,9,0,9,0,0,0,0,0,0,0,0,1,0,0,2016,Slippery Rock University
Corbin Kessler,6,2,8,0.5,1,0,0,0,0,0,0,0,0,0,2016,Slippery Rock University
Ben Young,4,3,7,1.5,2,0,0,0,0,0,0,1,0,0,2016,Slippery Rock University
Benji Abercrombie,7,0,7,2.0,23,2.0,23,1,0,0,0,0,0,0,2016,Slippery Rock University
Dorian Stevens,3,2,5,0,0,0,0,0,0,0,0,0,0,0,2016,Slippery Rock University
Thomas Higgins,3,2,5,1.0,1,0,0,0,0,0,0,0,0,0,2016,Slippery Rock University
Austin Drew,3,2,5,0.5,0,0,0,0,0,0,0,0,0,0,2016,Slippery Rock University
Nick Slonac,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2016,Slippery Rock University
Chris Peluso,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2016,Slippery Rock University
E'Andre Smith,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2016,Slippery Rock University
Quinn Lawless,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2016,Slippery Rock University
Jakob Plonski,1,1,2,0,0,0,0,0,1,0,0,0,0,0,2016,Slippery Rock University
Kyle Briggs,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Slippery Rock University
Emmanuel McDowell,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Slippery Rock University
Theo Blackston,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Slippery Rock University
Dylan Kondis,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Slippery Rock University
Quinn Walsh,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Slippery Rock University
Ryan Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,Slippery Rock University
TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Slippery Rock University
Jakob Plonski,6,1,7,1.0,6,0,0,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Akeel Marsh,6,0,6,0,0,0,0,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Tarique Ellis,5,1,6,0,0,0,0,0,0,0,0,1,0,0,2016,Edinboro University of Pennsylvania
Austin Brooks,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Ben Young,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Dorian Stevens,3,0,3,0,0,0,0,1,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
E. McDowell,2,0,2,0,0,0,0,0,1,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Chris Smith,2,0,2,0,0,0,0,0,0,0,0,1,0,0,2016,Edinboro University of Pennsylvania
Thomas Higgins,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Trae Williams,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Chris Peluso,0,2,2,0.5,4,0.5,4,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Ryan Carroll,2,0,2,0,0,0,0,0,0,0,0,1,0,0,2016,Edinboro University of Pennsylvania
B. Abercrombie,1,1,2,0.5,5,0.5,5,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
E'Andre Smith,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Justin Hawkins,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Pierce Bauer,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Quinn Lawless,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Nick Slonac,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Austin Drew,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Brad Novak,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Joe Carbone,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Theo Blackston,1,0,1,1.0,9,1.0,9,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Quinn Walsh,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Edinboro University of Pennsylvania
TEAM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,Edinboro University of Pennsylvania
Akeel Marsh,6,1,7,0,0,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
Tarique Ellis,4,2,6,1.0,1,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
Rocky Owens,1,5,6,0,0,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
Kazimer Struna,4,2,6,0.5,0,0,0,0,0,0,0,1,0,0,2016,Seton Hill University
Ryan Carroll,3,3,6,0.5,3,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
Theo Blackston,4,1,5,2.0,4,1.0,3,0,0,0,0,1,0,0,2016,Seton Hill University
B. Abercrombie,2,3,5,0.5,1,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
Ben Young,4,0,4,0,0,0,0,0,0,0,0,1,0,0,2016,Seton Hill University
Kyle Briggs,3,0,3,0,0,0,0,0,0,0,0,1,0,0,2016,Seton Hill University
E. McDowell,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
Dorian Stevens,2,1,3,0,0,0,0,1,0,0,0,0,0,0,2016,Seton Hill University
Nick Slonac,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
Chris Peluso,0,2,2,0.5,2,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
Corbin Kessler,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
E'Andre Smith,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
J. Tarasovitch,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
Thomas Higgins,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
Trae Williams,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
Jakob Plonski,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
Fred Pantaleon,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
Austin Brooks,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Seton Hill University
TEAM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,Seton Hill University
Kazimer Struna,6,5,11,1.0,6,1.0,6,0,0,0,0,0,0,0,2016,California University of Pennsylvania
Rocky Owens,3,6,9,0,0,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
Ben Young,6,1,7,0.5,1,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
Akeel Marsh,2,5,7,0,0,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
Dante Redwood,5,1,6,0,0,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
Tarique Ellis,3,3,6,0,0,0,0,0,0,0,0,1,0,0,2016,California University of Pennsylvania
Dorian Stevens,2,4,6,0,0,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
B. Abercrombie,1,5,6,0,0,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
Ryan Carroll,1,3,4,0,0,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
Austin Brooks,1,3,4,0,0,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
E'Andre Smith,2,1,3,0,0,0,0,0,0,0,0,0,1,0,2016,California University of Pennsylvania
J. Tarasovitch,2,1,3,1.0,3,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
Quinn Lawless,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
Nick Slonac,1,2,3,1.0,4,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
Thomas Higgins,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
Chris Peluso,1,1,2,0.5,1,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
Avery Jones,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
Collin Dell,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
Corbin Kessler,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,California University of Pennsylvania
Kyle Briggs,0,0,0,0,0,0,0,0,0,0,1-0,0,0,0,2016,California University of Pennsylvania
Chris Smith,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,California University of Pennsylvania
Tarique Ellis,6,4,10,3.5,12,0,0,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Ben Young,3,3,6,0,0,0,0,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Akeel Marsh,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Dante Redwood,3,1,4,0,0,0,0,0,0,0,0,2,0,0,2016,Indiana University of Pennsylvania
Rocky Owens,3,1,4,2.5,12,2.0,11,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Benji Abercrombie,3,1,4,1.0,2,0,0,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Chris Peluso,2,0,2,2.0,11,1.0,10,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Nick Slonac,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Ryan Carroll,0,2,2,0.5,0,0,0,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Jake Tarasovitch,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Emmanuel McDowell,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Dorian Stevens,0,1,1,0,0,0,0,0,0,0,1-4,1,0,0,2016,Indiana University of Pennsylvania
Thomas Higgins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Pierce Bauer,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Austin Drew,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Avery Jones,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Theo Blackston,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Brendan Cole,0,1,1,0.5,2,0,0,0,0,0,0,0,0,0,2016,Indiana University of Pennsylvania
Ryan Cummings,0,0,0,0,0,0,0,0,1,11,0,0,0,0,2016,Indiana University of Pennsylvania
Akeel Marsh,5,5,10,0,0,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
Tarique Ellis,4,5,9,0,0,0,0,0,0,0,1-27,2,0,0,2016,Lock Haven University
Dorian Stevens,2,3,5,1.0,7,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
Jakob Plonski,3,2,5,1.0,4,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
Kyle Briggs,4,0,4,0,0,0,0,0,0,0,0,1,0,0,2016,Lock Haven University
Corbin Kessler,2,2,4,0,0,0,0,0,0,0,0,1,0,0,2016,Lock Haven University
Nick Slonac,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
E'Andre Smith,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
Ben Young,2,1,3,0,0,0,0,0,0,0,0,1,0,0,2016,Lock Haven University
Thomas Higgins,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2016,Lock Haven University
Austin Brooks,2,1,3,0,0,0,0,0,0,0,0,1,0,0,2016,Lock Haven University
B. Abercrombie,2,1,3,1.0,1,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
Dante Redwood,1,1,2,0,0,0,0,0,0,0,0,1,0,0,2016,Lock Haven University
Alex Smith,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
J. Tarasovitch,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
E. McDowell,2,0,2,0,0,0,0,0,0,0,0,1,0,0,2016,Lock Haven University
Chris Peluso,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
Ryan Carroll,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
D. Benjamin,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
Rocky Owens,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
Chris Smith,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
Trae Williams,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
Kazimer Struna,0,1,1,0,0,0,0,0,0,0,1-26,0,0,0,2016,Lock Haven University
Alex Zacharyasz,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
Avery Jones,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
Conall Ryan,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,2016,Lock Haven University
Dante Redwood,6,1,7,0,0,0,0,0,0,0,0,4,0,0,2017,Hillsdale College
Ben Young,6,1,7,0,0,0,0,0,0,0,0,2,0,0,2017,Hillsdale College
J. Tarasovitch,5,2,7,2.0,4,0,0,0,0,0,0,0,0,0,2017,Hillsdale College
Tarique Ellis,5,1,6,0,0,0,0,0,0,0,0,0,0,0,2017,Hillsdale College
Alex Zacharyasz,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2017,Hillsdale College
Rocky Owens,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2017,Hillsdale College
Andrew Welton,4,0,4,1.0,2,0,0,0,0,0,0,0,0,0,2017,Hillsdale College
Henry Caldwell,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2017,Hillsdale College
Chris Peluso,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2017,Hillsdale College
Corbin Kessler,2,0,2,0,0,0,0,0,0,0,1-0,0,0,1,2017,Hillsdale College
Austin Brooks,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2017,Hillsdale College
Tarique Ellis,7,3,10,0,0,0,0,0,0,0,0,1,0,0,2017,Kutztown University
J. Tarasovitch,8,2,10,0,0,0,0,0,0,0,0,0,0,0,2017,Kutztown University
Rocky Owens,4,5,9,1.0,3,0,0,0,0,0,0,0,0,0,2017,Kutztown University
Corbin Kessler,5,2,7,0,0,0,0,0,0,0,0,0,0,0,2017,Kutztown University
Ben Young,5,1,6,2.0,6,0,0,0,0,0,0,0,0,0,2017,Kutztown University
Alex Zacharyasz,1,5,6,1.5,3,0,0,0,0,0,0,0,0,0,2017,Kutztown University
Dante Redwood,3,1,4,0,0,0,0,0,0,0,0,2,0,0,2017,Kutztown University
Henry Caldwell,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2017,Kutztown University
Chris Peluso,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2017,Kutztown University
Uwaila Omorogbe,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2017,Kutztown University
Austin Brooks,1,1,2,0.5,3,0,0,0,0,0,0,0,0,0,2017,Kutztown University
E. McDowell,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,Kutztown University
Austin Drew,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,Kutztown University
Stephen Klotz,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,Kutztown University
Alex Zacharyasz,9,2,11,1.0,3,1.0,3,0,0,0,0,0,0,0,2017,East Stroudsburg University
J. Tarasovitch,6,2,8,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Tarique Ellis,4,3,7,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Chris Peluso,1,4,5,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Dante Redwood,2,1,3,0,0,0,0,0,0,0,0,2,0,0,2017,East Stroudsburg University
Corbin Kessler,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Kaz Struna,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Andrew Welton,1,2,3,1.0,4,1.0,4,0,0,0,0,0,0,0,2017,East Stroudsburg University
Ben Young,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Henry Caldwell,2,0,2,1.0,1,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Austin Drew,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Uwaila Omorgobe,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Jehrod Gregory,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Dremar Everette,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Austin Brooks,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Brad Novak,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Nick Altavilla,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Craig Carter,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Xavier Martin,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Quinn Walsh,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,East Stroudsburg University
Brendan Cole,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2017,East Stroudsburg University
E. McDowell,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,East Stroudsburg University
Grayson Taylor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,East Stroudsburg University
Alex Zacharyasz,4,8,12,0.5,2,0.5,2,0,0,0,0,1,0,0,2017,Clarion University
Kaz Struna,8,2,10,3.0,21,2.0,17,0,0,0,0,0,0,1,2017,Clarion University
Corbin Kessler,4,4,8,1.0,8,1.0,8,0,0,0,0,1,0,0,2017,Clarion University
Joseph Scro,4,4,8,0,0,0,0,0,0,0,0,0,0,0,2017,Clarion University
Dante Redwood,6,1,7,0,0,0,0,0,0,0,0,0,0,0,2017,Clarion University
Tarique Ellis,2,4,6,0,0,0,0,0,0,0,0,1,0,0,2017,Clarion University
Andrew Welton,1,4,5,0.5,3,0.5,3,0,0,0,0,0,0,0,2017,Clarion University
Jake Tarasovitch,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2017,Clarion University
Uwaila Omorgobe,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2017,Clarion University
Austin Brooks,1,2,3,1.0,2,1.0,2,0,0,0,0,0,0,0,2017,Clarion University
Ben Young,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2017,Clarion University
Henry Caldwell,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2017,Clarion University
Emmanuel McDowell,2,0,2,0,0,0,0,0,0,0,2-76,1,0,0,2017,Clarion University
Austin Drew,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2017,Clarion University
Chris Peluso,1,0,1,1.0,9,1.0,9,0,0,0,0,0,0,0,2017,Clarion University
Jehrod Gregory,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2017,Clarion University
Nick Altavilla,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,Clarion University
Craig Carter,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,Clarion University
Xavier Martin,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,Clarion University
Chris Peluso,4,9,13,1.0,1,1.0,1,0,0,0,0,0,0,0,2017,Gannon University
Tarique Ellis,3,6,9,0,0,0,0,0,0,0,0,2,0,0,2017,Gannon University
Alex Zacharyasz,4,5,9,0,0,0,0,0,0,0,0,0,0,0,2017,Gannon University
J. Tarasovitch,2,7,9,0,0,0,0,0,0,0,0,1,0,0,2017,Gannon University
Kaz Struna,1,7,8,0,0,0,0,0,0,0,0,0,0,0,2017,Gannon University
Dante Redwood,5,1,6,0,0,0,0,0,0,0,1-38,1,0,0,2017,Gannon University
Corbin Kessler,2,2,4,0,0,0,0,0,0,0,0,2,0,0,2017,Gannon University
Uwaila Omorogbe,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2017,Gannon University
Austin Brooks,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2017,Gannon University
Austin Drew,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2017,Gannon University
Ben Young,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,Gannon University
Henry Caldwell,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,Gannon University
E. McDowell,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,Gannon University
Grayson Taylor,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,Gannon University
Jehrod Gregory,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,Gannon University
Xavier Martin,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,Gannon University
Brendan Cole,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,Gannon University
Alex Zacharyasz,4,7,11,1.0,2,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
J. Tarasovitch,5,4,9,0,0,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
Ben Young,5,2,7,0,0,0,0,0,0,0,0,1,0,0,2017,Slippery Rock University
Chris Peluso,6,1,7,1.0,4,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
Corbin Kessler,3,3,6,0,0,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
Joseph Scro,3,3,6,0,0,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
Kaz Struna,1,3,4,0,0,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
Andrew Welton,2,2,4,1.5,5,1.5,5,0,0,0,0,0,0,0,2017,Slippery Rock University
Tarique Ellis,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
Austin Drew,2,1,3,1.0,5,1.0,5,0,0,0,0,0,0,0,2017,Slippery Rock University
Austin Brooks,1,1,2,0.5,2,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
Henry Caldwell,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
Garrett Owens,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
E. McDowell,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
Clay Waldron,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
Grayson Taylor,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
Jon LoChiatto,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
Uwaila Omorogbe,0,1,1,0.5,1,0.5,1,0,0,0,0,0,0,0,2017,Slippery Rock University
Nick Altavilla,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
Matthew Hudson,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
Xavier Martin,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,Slippery Rock University
Dante Redwood,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,Slippery Rock University
Alex Zacharyasz,2,6,8,0,0,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Corbin Kessler,4,4,8,1.5,2,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Joseph Scro,5,2,7,2.0,10,2.0,10,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Dante Redwood,2,3,5,0.5,1,0,0,0,0,0,1-63,0,0,0,2017,Edinboro University of Pennsylvania
Tarique Ellis,3,1,4,0,0,0,0,0,0,0,1-13,0,0,0,2017,Edinboro University of Pennsylvania
J. Tarasovitch,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Ben Young,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Andrew Welton,2,1,3,1.5,3,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Quinn Walsh,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
C. Thompson,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Kaz Struna,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Austin Brooks,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Henry Caldwell,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Grayson Taylor,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Chris Peluso,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Austin Drew,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Payne Harrison,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Uwaila Omorogbe,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Dustin Rogalla,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
Steven Stauss,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,Edinboro University of Pennsylvania
