No,Name,GP,ATT,Net,avg,TD,Long,AVG/G,Year
9,"Shoaf, Dustin",1,25,81,3.2,25,20,81.0,2020
48,"Banas, Sean",1,0,2,2.0,0,0,2.0,2020
25,"Green, Fredrick",1,2,2,1.0,2,3,2.0,2020
19,"Carter, Joe",1,5,-11,-2.2,5,2,-11.0,2020
10,"Lowery, Michael",1,3,-22,-7.3,3,0,-22.0,2020
