No,Name,GP,ATT,Net,avg,TD,Long,AVG/G,Year
21,"Owens, Garrett",9,153,995,6.5,153,74,110.6,2018
25,"Green, Fredrick",11,122,513,4.2,122,37,46.6,2018
4,"Watson, Cortez",11,36,114,3.2,36,11,10.4,2018
23,"Waldron, Clay",11,6,62,10.3,6,20,5.6,2018
15,"Altavilla, Doug",11,65,54,0.8,65,16,4.9,2018
,"Blackston, TBlackston",11,6,30,5.0,6,14,2.7,2018
28,"Cooper, Diondre",1,4,9,2.3,4,6,9.0,2018
,TeamTeam,9,11,-44,-4.0,11,0,-4.9,2018
